----------------------------------------------------------------------------------Search Criteria:  Search in: Projects 		AdminIC: All; Project Number (split):1; DA; Fiscal Year: Active Projects ----------------------------------------------------------------------------------Project Title,Administering  IC,Application ID,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Organization Name,ARRA Indicator,FY,FY Total Cost ,FY Total Cost  (Sub Projects),
"DETERMINATION OF MORPHOLOGICAL AND MOLECULAR ADAPTATIONS IN VENTRAL TEGMENTAL AREA DOPAMINE NEURONS BY CHRONIC MORPHINE",NIDA,"9325248",1F31DA042502-01A1,1,F31,DA,042502,01,A1,,"14330868","COOPER, SARAH EMILY",Not Applicable,"MICHIGAN STATE UNIVERSITY", ,2017,39694,
"TESTING AN INTEGRATED BIO-BEHAVIORAL PRIMARY HIV PREVENTION INTERVENTION AMONG HIGH-RISK PEOPLE WHO USE DRUGS",NIDA,"9410858",1R01DA044867-01,1,R01,DA,044867,01,,,"7555275","COPENHAVER, MICHAEL ",Not Applicable,"UNIVERSITY OF CONNECTICUT STORRS", ,2017,690524,
"DECONSTRUCTING THE NETWORK MECHANISMS OF CHRONIC PAIN AND REWARD IN THE AMYGDALA",NIDA,"9294783",1K99DA043609-01,1,K99,DA,043609,01,,,"10742197","CORDER, GREGORY ",Not Applicable,"STANFORD UNIVERSITY", ,2017,174820,
"PREVENTING HIV/STI IN URBAN ADOLESCENTS VIA AN MHEALTH PRIMARY CARE INTERVENTION",NIDA,"9269713",1R03DA041891-01A1,1,R03,DA,041891,01,A1,,"10774228","CORDOVA, DAVID ",Not Applicable,"UNIVERSITY OF MICHIGAN", ,2017,155000,
"DELINEATING GENETIC RISK TO ADDICTION VIA ANALYSIS OF 3D CHROMATIN ARCHITECTURE",NIDA,"9376215",1DP1DA044337-01,1,DP1,DA,044337,01,,,"10802072","CORRADIN, OLIVIA GABRIELLE",Not Applicable,"WHITEHEAD INSTITUTE FOR BIOMEDICAL RES", ,2017,555750,
"PRECLINICAL STUDIES FOR THE DEVELOPMENT OF SELECTIVE MGLU2 POSITIVE ALLOSTERIC MODULATORS TO TREAT SUBSTANCE USE DISORDERS",NIDA,"9250608",1U01DA041731-01A1,1,U01,DA,041731,01,A1,,"8887883","COSFORD, NICHOLAS DAVID",Not Applicable,"SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE", ,2017,2646217,
"INSULAR CORTEX PROJECTIONS IN THE REINSTATEMENT OF COCAINE SEEKING",NIDA,"9260193",1F31DA043364-01,1,F31,DA,043364,01,,,"12084472","COSME, CAITLIN ",Not Applicable,"UNIVERSITY OF IOWA", ,2017,31005,
"ENDOCANNABINOID REGULATION OF DOPAMINE FUNCTION AND REINFORCEMENT",NIDA,"9256881",1F32DA041827-01A1,1,F32,DA,041827,01,A1,,"12409686","COVEY, DANIEL PATRICK",Not Applicable,"UNIVERSITY OF MARYLAND BALTIMORE", ,2017,59166,
"MATING BEHAVIOR IN DROSOPHILA AS A MODEL FOR UNDERSTANDING AND CONTROLLING ABERRANT DOPAMINERGIC RESPONSES",NIDA,"9376434",1DP1DA044358-01,1,DP1,DA,044358,01,,,"12427434","CRICKMORE, MICHAEL A",Not Applicable,"BOSTON CHILDREN'S HOSPITAL", ,2017,531000,
"NRT SAMPLING AND SELECTION TO INCREASE MEDICATION ADHERENCE",NIDA,"9331196",1R34DA043346-01A1,1,R34,DA,043346,01,A1,,"7042767","CROPSEY, KAREN L",Not Applicable,"UNIVERSITY OF ALABAMA AT BIRMINGHAM", ,2017,222750,
"DUAL POLYMER COATINGS FOR HIGH FIDELITY AND STABLE IN VIVO COCAINE SENSING FROM MEAS",NIDA,"9453776",1R21DA043817-01A1,1,R21,DA,043817,01,A1,,"8248161","CUI, XINYAN TRACY",Not Applicable,"UNIVERSITY OF PITTSBURGH AT PITTSBURGH", ,2017,190541,
"TRAINING IN NURSING INTERVENTIONS FOR HIV AND ADDICTION IN CRIMINAL JUSTICE SETTINGS",NIDA,"9271514",1K23DA041988-01A1,1,K23,DA,041988,01,A1,,"14145952","CULBERT, GABRIEL ",Not Applicable,"UNIVERSITY OF ILLINOIS AT CHICAGO", ,2017,206755,
"DOES MEDICAL CANNABIS REDUCE OPIOID ANALGESICS IN HIV+ AND HIV- ADULTS WITH PAIN?",NIDA,"9424500",1R01DA044171-01A1,1,R01,DA,044171,01,A1,,"9213243","CUNNINGHAM, CHINAZO ",Not Applicable,"ALBERT EINSTEIN COLLEGE OF MEDICINE, INC", ,2017,802762,
"CHARACTERIZATION OF CANNABINOID INDUCED ACUTE PERSISTENT PSYCHOSIS (CIAPP)",NIDA,"9091835",1R21DA041539-01,1,R21,DA,041539,01,,,"6962425","D'SOUZA, DEEPAK CYRIL",Not Applicable,"YALE UNIVERSITY", ,2017,211588,
"CB1R AVAILABILITY IN SYNTHETIC PSYCHOACTIVE CANNABINOID USERS",NIDA,"9244957",1R21DA041580-01A1,1,R21,DA,041580,01,A1,,"6962425","D'SOUZA, DEEPAK CYRIL",Not Applicable,"YALE UNIVERSITY", ,2017,251250,
"EFFECTS OF CANNABIS EXPOSURE ON ELECTROPHYSIOLOGICAL MARKERS OF BRAIN FUNCTION IN ADOLESCENTS",NIDA,"9387531",1R21DA043831-01A1,1,R21,DA,043831,01,A1,,"6962425","D'SOUZA, DEEPAK CYRIL",Not Applicable,"YALE UNIVERSITY", ,2017,216090,
"SYNAPTIC VESICLE DENSITY IN CANNABIS DEPENDENCE",NIDA,"9387557",1R21DA043832-01A1,1,R21,DA,043832,01,A1,,"6962425","D'SOUZA, DEEPAK CYRIL",Not Applicable,"YALE UNIVERSITY", ,2017,251250,
"FATTY ACID AMIDE HYDROLASE (FAAH) INHIBITOR TREATMENT OF CANNABIS USE DISORDER (CUD)",NIDA,"9460794",1U01DA045372-01,1,U01,DA,045372,01,,,"6962425","D'SOUZA, DEEPAK CYRIL",Not Applicable,"YALE UNIVERSITY", ,2017,3184864,
"PHARMACOLOGICAL FACILITATION OF BEHAVIORAL MODIFICATION FOR COCAINE USE DISORDERS",NIDA,"9237560",1U01DA040647-01A1,1,U01,DA,040647,01,A1,,"10664546","DAKWAR, ELIAS ",Not Applicable,"NEW YORK STATE PSYCHIATRIC INSTITUTE", ,2017,694813,
"GLUTAMATERGIC MODULATION TO FACILITATE NALTREXONE INITIATION: A RANDOMIZED; CONTROLLED TRIAL",NIDA,"9309444",1R01DA042070-01A1,1,R01,DA,042070,01,A1,,"10664546","DAKWAR, ELIAS ",Not Applicable,"NEW YORK STATE PSYCHIATRIC INSTITUTE", ,2017,620865,
"NEURAL MECHANISMS UNDERLYING SEX DIFFERENCES IN IMPULSIVITY",NIDA,"9225372",1R21DA043072-01,1,R21,DA,043072,01,,,"6272746","DANIEL, JILL M",Not Applicable,"TULANE UNIVERSITY OF LOUISIANA", ,2017,225750,
"DISCOVERY OF OMEGA-3 ENDOCANNABINOID EPOXIDES AND ELUCIDATION OF THEIR NEUROINFLAMMATORY PROPERTIES",NIDA,"9387542",1R03DA042365-01A1,1,R03,DA,042365,01,A1,,"10512535","DAS, ADITI ",Not Applicable,"UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN", ,2017,71837,
"ORALLY-BIOAVAILABLE PEROXYNITRITE DECOMPOSITION CATALYST TARGETING POST-SURGICAL PAIN",NIDA,"9409804",1R44DA044893-01,1,R44,DA,044893,01,,,"2071061","DAX, SCOTT L",Not Applicable,"CERSCI THERAPEUTICS, INC.", ,2017,658085,
"NICOTINE'S EFFECTS ON MEDIAL HABENULA NEUROPHYSIOLOGY",NIDA,"9387207",1R21DA043993-01A1,1,R21,DA,043993,01,A1,,"1875346","DE BIASI, MARIELLA ",Not Applicable,"UNIVERSITY OF PENNSYLVANIA", ,2017,241500,
"INTEGRATIVE TRAINING IN THE NEUROBIOLOGY OF ADDICTIVE BEHAVIORS",NIDA,"9280077",1T32DA043469-01A1,1,T32,DA,043469,01,A1,,"1859723","DE WIT, HARRIET  ","ZHUANG, XIAOXI ","UNIVERSITY OF CHICAGO", ,2017,392144,
"USING EXISTING DATA TO UNDERSTAND AND AMELIORATE RISK IN OPIOID AGONIST THERAPY",NIDA,"9365365",1R01DA044170-01,1,R01,DA,044170,01,,,"11549364","DEGENHARDT, LOUISA ",Not Applicable,"UNIVERSITY OF NEW SOUTH WALES", ,2017,216702,
"NEURAL CIRCUIT DYNAMICS OF DRUG ACTION",NIDA,"9358977",1P50DA042012-01A1,1,P50,DA,042012,01,A1,,"1895462","DEISSEROTH, KARL A.",Not Applicable,"STANFORD UNIVERSITY", ,2017,2951526,
"EMB-001: A NOVEL COMBINATION THERAPY FOR THE TREATMENT OF COCAINE-USE DISORDER",NIDA,"9040508",1U01DA038879-01A1,1,U01,DA,038879,01,A1,,"1907173","DETKE, MICHAEL J.",Not Applicable,"EMBERA NEUROTHERAPEUTICS, INC.", ,2016,4057614,
"LONG-TERM ABSTINENCE AND RELAPSE: A NOVEL ROLE FOR HIPPOCAMPAL ACTIVIN SIGNALING",NIDA,"9374122",1R21DA044486-01,1,R21,DA,044486,01,,,"8087359","DIETZ, DAVID M",Not Applicable,"STATE UNIVERSITY OF NEW YORK AT BUFFALO", ,2017,215325,
"ROLE OF COTININE IN NICOTINE USE DISORDERS",NIDA,"9362587",1R01DA044242-01,1,R01,DA,044242,01,,,"10382450","DING, ZHENG-MING ",Not Applicable,"INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS", ,2017,354375,
"GLUTAMATERGIC SIGNALING IN ACCUMBENS ASTROCYTES",NIDA,"9381043",1R21DA044538-01,1,R21,DA,044538,01,,,"8658350","DONG, YAN ",Not Applicable,"UNIVERSITY OF PITTSBURGH AT PITTSBURGH", ,2017,215852,
"DEVELOPMENT OF AN OPTOGENETIC TOOLKIT TO DISSECT DOPAMINE RECEPTOR FUNCTION IN VIVO",NIDA,"9395654",1F32DA044696-01A1,1,F32,DA,044696,01,A1,,"10782651","DONTHAMSETTI, PRASHANT ",Not Applicable,"UNIVERSITY OF CALIFORNIA BERKELEY", ,2017,56694,
"OPTIMIZATION OF PRE- AND POST-OPERATIVE PAIN MANAGEMENT",NIDA,"9255797",1R41DA043309-01,1,R41,DA,043309,01,,,"8855173","DOORENBOS, ARDITH Z",Not Applicable,"CHANGE MANAGEMENT CONSULTING, LLC", ,2016,224949,
"USING NEUROIMAGING TO EVALUATE RTMS AS A TREATMENT FOR PAIN IN NON-MEDICAL PRESCRIPTION OPIOID USE",NIDA,"9327281",1F31DA043330-01A1,1,F31,DA,043330,01,A1,,"14111885","DOWDLE, LOGAN ",Not Applicable,"MEDICAL UNIVERSITY OF SOUTH CAROLINA", ,2017,40495,
"CELL SPECIFICITY OF THE HUMAN HEROIN EPIGENOME",NIDA,"9323122",1R01DA043247-01A1,1,R01,DA,043247,01,A1,,"1890709","DRACHEVA, STELLA  ","HURD, YASMIN L","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI", ,2017,540499,
"INTEGRATED CARE FOR ADDICTION; HIV AND HCV RESEARCH AND EDUCATION (ICAHRE)",NIDA,"9344956",1T32DA041898-01A1,1,T32,DA,041898,01,A1,,"8535195","DRAINONI, MARI-LYNN  ","STEIN, MICHAEL D","BOSTON UNIVERSITY MEDICAL CAMPUS", ,2017,160739,
"NICOTINIC RECEPTOR GENE EDITING VECTORS",NIDA,"9473184",1R21DA045507-01,1,R21,DA,045507,01,,,"8408850","DRENAN, RYAN MICHAEL",Not Applicable,"NORTHWESTERN UNIVERSITY AT CHICAGO", ,2017,197500,
"HIGH RESOLUTION MICROBIOME PROFILING SYSTEM",NIDA,"9332262",1R43DA043947-01,1,R43,DA,043947,01,,,"12546245","DRISCOLL, MARK DAVID",Not Applicable,"SHORELINE BIOME, LLC", ,2017,225000,
"TRANSLATOME PROFILING OF NICOTINE ADDICTION",NIDA,"9321560",1R21DA041600-01A1,1,R21,DA,041600,01,A1,,"8658173","DUAN, JUBAO ",Not Applicable,"NORTHSHORE UNIVERSITY HEALTHSYSTEM", ,2017,212000,
"DEVELOPING A METHOD TO EMPIRICALLY-EVALUATE TREATMENT FOR PAIN WITHIN OPIOID MAINTENANCE PATIENTS",NIDA,"9385382",1R34DA042926-01A1,1,R34,DA,042926,01,A1,,"10321952","DUNN, KELLY E.",Not Applicable,"JOHNS HOPKINS UNIVERSITY", ,2017,308659,
"MARIJUANA BREATH ANALYZER",NIDA,"9264263",1R43DA041225-01A1,1,R43,DA,041225,01,A1,,"6585391","DWEIK, BADAWI M",Not Applicable,"GINER, INC.", ,2016,226309,
"UNDERSTANDING AND ADDRESSING DISCLOSURE TO MEMBERS OF SOCIAL NETWORKS AMONG PEOPLE RECOVERING FROM SUBSTANCE USE DISORDERS",NIDA,"9222200",1K01DA042881-01,1,K01,DA,042881,01,,,"11027388","EARNSHAW, VALERIE ANN",Not Applicable,"UNIVERSITY OF DELAWARE", ,2017,188744,
"VENTRAL TEGMENTAL AREA GABA NEURONS: A NOVEL TARGET OF MARIJUANA DRUG ABUSE.",NIDA,"9098394",1R15DA038092-01A1,1,R15,DA,038092,01,A1,,"7892118","EDWARDS, JEFFREY G",Not Applicable,"BRIGHAM YOUNG UNIVERSITY", ,2016,450000,
"GENE-ENVIRONMENT INTERPLAY UNDERLYING NEGATIVE FAMILY ENVIRONMENTS AND FAMILY-BASED INTERVENTIONS IN EARLY ADOLESCENT SUBSTANCE USE",NIDA,"9384460",1K01DA042828-01A1,1,K01,DA,042828,01,A1,,"11895273","ELAM, KIT ",Not Applicable,"ARIZONA STATE UNIVERSITY-TEMPE CAMPUS", ,2017,132773,
"DECIPHERING THE RELATIONSHIP BETWEEN SUBSTANCE USE AND PSYCHIATRIC DISORDERS FROM WHOLE GENOME SEQUENCING DATA",NIDA,"9376686",1DP1DA044371-01,1,DP1,DA,044371,01,,,"9743169","ERNST, JASON ",Not Applicable,"UNIVERSITY OF CALIFORNIA LOS ANGELES", ,2017,465500,
"DIRECT CONVERSION OF HUMAN FIBROBLASTS INTO NEURONAL CELLS BY SMALL MOLECULES (HCIN)",NIDA,"9254639",1R43DA041997-01A1,1,R43,DA,041997,01,A1,,"8485144","ESMAELI-AZAD, BABAK ",Not Applicable,"CIBOTS, INC.", ,2017,223988,
"PRE-EXISTING INDIVIDUAL DIFFERENCES IN DOPAMINE UPTAKE DYNAMICS GOVERN THE MOTIVATION FOR COCAINE",NIDA,"9454652",1R21DA043787-01A1,1,R21,DA,043787,01,A1,,"8800765","ESPANA, RODRIGO AMILCAR",Not Applicable,"DREXEL UNIVERSITY", ,2017,231632,
"ANTECEDENTS AND CONSEQUENCES OF COCAINE TAKING: IMPACT OF OXYTOCIN",NIDA,"9239086",1R01DA041543-01A1,1,R01,DA,041543,01,A1,,"1901821","EVANS, SUZETTE M ","FOLTIN, RICHARD W","NEW YORK STATE PSYCHIATRIC INSTITUTE", ,2017,680047,
"CRYSTALLIZATION AND STRUCTURAL ANALYSIS OF THE HUMAN CANNABINOID RECEPTOR CB1",NIDA,"9322190",1R21DA043001-01A1,1,R21,DA,043001,01,A1,,"1867998","FARRENS, DAVID L",Not Applicable,"OREGON HEALTH & SCIENCE UNIVERSITY", ,2017,231000,
"A SAFETY SWITCH FOR AN EFFECTIVE HIV-1 VACCINE",NIDA,"9323642",1DP1DA043912-01,1,DP1,DA,043912,01,,,"1941441","FARZAN, MICHAEL R.",Not Applicable,"SCRIPPS FLORIDA", ,2017,960000,
"PRECLINICAL IMAGING OF ADOLESCENT CANNABIDIOL ON BRAIN STRUCTURE AND FUNCTIONAL CONNECTIVITY",NIDA,"9225294",1R03DA042971-01,1,R03,DA,042971,01,,,"8132605","FEBO VEGA, MARCELO  ","CARNEY, PAUL R","UNIVERSITY OF FLORIDA", ,2017,76250,
"COLLATERAL CONSEQUENCES OF THE UNITED STATES OPIOID EPIDEMIC FOR CHILDREN",NIDA,"9394349",1F31DA044699-01,1,F31,DA,044699,01,,,"14810474","FEDER, KENNETH ",Not Applicable,"JOHNS HOPKINS UNIVERSITY", ,2017,44044,
"RURAL WEST VIRGINIA RESPONDS TO OPIOID INJECTION EPIDEMICS: FROM DATA TO ACTION",NIDA,"9412006",1UG3DA044825-01,1,UG3,DA,044825,01,,,"2227816","FEINBERG, JUDITH E ","SMITH, GORDON STEPHEN","WEST VIRGINIA UNIVERSITY", ,2017,525031,
"THE INTERSECTION OF ACTIVITY SPACES AND SOCIAL NETWORKS ON HIV INFECTION",NIDA,"9348983",1F31DA042714-01A1,1,F31,DA,042714,01,A1,,"14303711","FELKER-KANTOR, ERICA ANN",Not Applicable,"TULANE UNIVERSITY OF LOUISIANA", ,2017,37644,
"FUNCTIONAL AND PHARMACOLOGICAL SIGNIFICANCE OF RECEPTOR HETEROMERS IN THE CNS",NIDA,"9345888",1ZIADA000493-11,1,ZIA,DA,000493,11,,,"10672068","FERRE, SERGI ",Not Applicable,"NATIONAL INSTITUTE ON DRUG ABUSE", ,2016,2243133,
"INNOVATION TO IMPACT:  TRANSLATIONAL EDUCATION",NIDA,"9319420",1R25DA043870-01,1,R25,DA,043870,01,,,"10666989","FEUERSTEIN, SETH ",Not Applicable,"YALE UNIVERSITY", ,2017,263934,
"THE ROLE OF MOTIVATION AND CONTROL IN CANNABIS USE DISORDERS: A CROSS-CULTURAL LONGITUDINAL NEUROIMAGING STUDY",NIDA,"9278896",1R01DA042490-01A1,1,R01,DA,042490,01,A1,,"8462303","FILBEY, FRANCESCA  ","COUSIJN, JANNA ","UNIVERSITY OF TEXAS DALLAS", ,2017,409721,
"IMPROVING ACCESS TO PHARMACOTHERAPY FOR OPIOID USE DISORDER AMONG JUSTICE INVOLVED VETERANS",NIDA,"9245502",1R21DA041489-01A1,1,R21,DA,041489,01,A1,,"9428692","FINLAY, ANDREA K",Not Applicable,"PALO ALTO VETERANS INSTIT FOR RESEARCH", ,2017,222479,
"THC EFFECTS ON HUMAN IMPLANTATION: ROLE OF TROPHOBLAST CB1",NIDA,"9224975",1R21DA042951-01,1,R21,DA,042951,01,,,"1892061","FISHER, SUSAN J.",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2017,237750,
"INVESTIGATING AMPHETAMINE INDUCED EFFLUX MODES IN NEUROTRANSMITTER SODIUM SYMPORTERS USING A SINGLE TRANSPORTER ASSAY",NIDA,"9395248",1F31DA044688-01,1,F31,DA,044688,01,,,"14839356","FITZGERALD, GABRIEL ",Not Applicable,"WEILL MEDICAL COLL OF CORNELL UNIV", ,2017,44044,
"BUPRENORPHINE TREATMENT AT SYRINGE EXCHANGES TO REDUCE OPIOID MISUSE AND HIV RISK",NIDA,"9411340",1R01DA044878-01,1,R01,DA,044878,01,,,"10660903","FOX, AARON D",Not Applicable,"ALBERT EINSTEIN COLLEGE OF MEDICINE, INC", ,2017,721387,
"DRUG INJECTION SURVEILLANCE AND CARE ENHANCEMENT FOR RURAL NORTHERN NEW ENGLAND (DISCERNNE)",NIDA,"9412024",1UG3DA044830-01,1,UG3,DA,044830,01,,,"1877505","FRIEDMANN, PETER D ","RAWSON, RICHARD A","BAYSTATE MEDICAL CENTER", ,2017,663202,
"SHARP: SUMMER HIV/AIDS RESEARCH PROGRAM",NIDA,"9278048",1R25DA043441-01,1,R25,DA,043441,01,,,"9883647","FUCHS, JONATHAN D. ","COFFIN, PHILLIP O","PUBLIC HEALTH FOUNDATION ENTERPRISES", ,2017,108000,
"FUNCTIONAL DISSECTION OF PRENATAL DRUG EFFECTS ON THE DEVELOPING BRAIN AND BEHAVIOR",NIDA,"9227296",1R21DA043171-01,1,R21,DA,043171,01,,,"11536230","GAO, WEI  ","GREWEN, KAREN M","CEDARS-SINAI MEDICAL CENTER", ,2017,224047,
"DOPAMINE D3 RECEPTOR ANTAGONISTS FOR TREATING DRUG ADDICTION: PRECLINICAL MODELS",NIDA,"9352640",1ZIADA000473-12,1,ZIA,DA,000473,12,,,"9414918","GARDNER, ELIOT ",Not Applicable,"NATIONAL INSTITUTE ON DRUG ABUSE", ,2016,407092,
"GABAERGIC COMPOUNDS FOR TREATING DRUG ADDICTION: PRECLINICAL MODELS",NIDA,"9353053",1ZIADA000474-12,1,ZIA,DA,000474,12,,,"9414918","GARDNER, ELIOT ",Not Applicable,"NATIONAL INSTITUTE ON DRUG ABUSE", ,2016,101773,
"GLUTAMATERGIC COMPOUNDS FOR TREATING DRUG ADDICTION: PRECLINICAL MODELS",NIDA,"9353054",1ZIADA000475-12,1,ZIA,DA,000475,12,,,"9414918","GARDNER, ELIOT ",Not Applicable,"NATIONAL INSTITUTE ON DRUG ABUSE", ,2016,508865,
"SLOW-ONSET LONG-ACTING DOPAMINE TRANSPORT INHIBITORS FOR TREATING DRUG ADDICTION",NIDA,"9353055",1ZIADA000476-12,1,ZIA,DA,000476,12,,,"9414918","GARDNER, ELIOT ",Not Applicable,"NATIONAL INSTITUTE ON DRUG ABUSE", ,2016,101773,
"BASIC BRAIN MECHANISMS UNDERLYING DRUG ADDICTION; CRAVING; AND RELAPSE",NIDA,"9353056",1ZIADA000478-12,1,ZIA,DA,000478,12,,,"9414918","GARDNER, ELIOT ",Not Applicable,"NATIONAL INSTITUTE ON DRUG ABUSE", ,2016,305319,
"ENDOCANNABINOID BRAIN MECHANISMS AND ADDICTION",NIDA,"9352641",1ZIADA000513-10,1,ZIA,DA,000513,10,,,"9414918","GARDNER, ELIOT ",Not Applicable,"NATIONAL INSTITUTE ON DRUG ABUSE", ,2016,610638,
"PAIN DRUGS BASED ON NICOTINIC RECEPTOR SUBTYPE ANTAGONISTS",NIDA,"9238320",1R01DA041454-01A1,1,R01,DA,041454,01,A1,,"2080124","GEE, KELVIN W.",Not Applicable,"UNIVERSITY OF CALIFORNIA-IRVINE", ,2017,790424,
"USING MACHINE LEARNING TO PREDICT PROBLEMATIC PRESCRIPTION OPIOID USE AND OPIOID OVERDOSE",NIDA,"9421755",1R01DA044985-01,1,R01,DA,044985,01,,,"10407141","GELLAD, WALID F.",Not Applicable,"UNIVERSITY OF PITTSBURGH AT PITTSBURGH", ,2017,601139,
"MIGRANT PUERTO RICAN PWID: THE INFLUENCE OF ACCULTURATION AND ENCULTURATION ON HIV AND HCV RISK BEHAVIORS",NIDA,"9271655",1R03DA041892-01A1,1,R03,DA,041892,01,A1,,"11725453","GELPI-ACOSTA, CAMILA ",Not Applicable,"NATIONAL DEVELOPMENT & RES INSTITUTES", ,2017,159932,
"IDENTIFICATION OF GENETIC VARIANTS THAT CONTRIBUTE TO COMPULSIVE COCAINE INTAKE IN RATS",NIDA,"9308367",1U01DA043799-01,1,U01,DA,043799,01,,,"10220767","GEORGE, OLIVIER  ","PALMER, ABRAHAM A","SCRIPPS RESEARCH INSTITUTE", ,2017,822110,
"EFFECTS OF RTMS ON CANNABIS USE AND COGNITIVE OUTCOMES IN SCHIZOPHRENIA",NIDA,"9301915",1R21DA043949-01,1,R21,DA,043949,01,,,"7040171","GEORGE, TONY P",Not Applicable,"CENTRE FOR ADDICTION AND MENTAL HEALTH", ,2017,155637,
"DEVELOPMENT OF A KIT FOR CHARACTERIZATION OF CELLULAR ENERGETICS IN SINGLE CELLS IN CELL AND TISSUE CULTURES BASED ON THE MEASUREMENT OF THE ABSOLUTE MAGNITUDE OF THE MITOCHONDRIAL MEMBRANE POTENTIAL",NIDA,"9139702",1R41DA043369-01,1,R41,DA,043369,01,,,"10396550","GERENCSER, AKOS A",Not Applicable,"IMAGE ANALYST SOFTWARE", ,2016,225000,
"PATHWAY-SELECTIVE MODULATION OF COCAINE SELF-ADMINISTRATION BY 5-HT6 RECEPTORS AND TYPE III ADENYLYL CYCLASE",NIDA,"9327807",1F30DA043941-01,1,F30,DA,043941,01,,,"11793554","GIBSON, ALEC WILTON",Not Applicable,"UNIVERSITY OF WASHINGTON", ,2017,43044,
"INVESTIGATING THE INTERACTION BETWEEN FATIGUE STATES AND REWARD-DRIVEN ATTENTION",NIDA,"9456242",1R21DA043712-01A1,1,R21,DA,043712,01,A1,,"7728271","GIESBRECHT, BARRY L",Not Applicable,"UNIVERSITY OF CALIFORNIA SANTA BARBARA", ,2017,191875,
"MEDICAL MARIJUANA; NEUROCOGNITION; AND SUBSEQUENT SUBSTANCE USE",NIDA,"9309847",1R01DA042043-01A1,1,R01,DA,042043,01,A1,,"10900074","GILMAN, JODI ",Not Applicable,"MASSACHUSETTS GENERAL HOSPITAL", ,2017,671902,
"TECHNOLOGY-BASED PREVENTION FOR ADOLESCENT SUBSTANCE USE; SEXUAL ASSAULT; AND SEXUAL RISK IN PRIMARY CARE",NIDA,"9385654",1K23DA042935-01A1,1,K23,DA,042935,01,A1,,"10399248","GILMORE, AMANDA KATHERINE",Not Applicable,"MEDICAL UNIVERSITY OF SOUTH CAROLINA", ,2017,199997,
"ALTERNATIVES TO PRESCRIPTION OPIOIDS: A PRECISION MEDICINE APPROACH TO HARNESSING ENDOGENOUS OPIOIDS FOR PAIN RELIEF AND CIRCUMVENTION OF PRESCRIPTION OPIOID ABUSE",NIDA,"9303135",1R01DA043774-01A1,1,R01,DA,043774,01,A1,,"1879837","GINTZLER, ALAN R ","LIU, NAIJIANG ","SUNY DOWNSTATE MEDICAL CENTER", ,2017,365625,
"APPLYING BIG DATA ANALYTICS TO STUDY THE IMPACT OF OPIOID PRESCRIBING POLICY CHANGES ON PRESCRIBING BEHAVIOR AND OVERDOSE OUTCOMES",NIDA,"9528759",1R56DA044302-01,1,R56,DA,044302,01,,,"6272610","GLANZ, JASON M ","BINSWANGER, INGRID A","KAISER FOUNDATION RESEARCH INSTITUTE", ,2017,475024,
"COMPUTATIONAL NEUROECONOMIC MODELS OF ADDICTION: QUANTIFYING PROGRESSION AND TREATMENT IN OPIOID USE DISORDER",NIDA,"9448124",1R01DA043676-01A1,1,R01,DA,043676,01,A1,,"1887929","GLIMCHER, PAUL W ","ROTROSEN, JOHN P","NEW YORK UNIVERSITY", ,2017,399029,
"ROLE OF BASOLATERAL AMYGDALA PROJECTIONS IN MEDIATING INDIVIDUAL DIFFERENCES IN MOTIVATION AND FLEXIBILITY",NIDA,"9445709",1R01DA043533-01A1,1,R01,DA,043533,01,A1,,"8384318","GOGERDCHI, DONNA CALU",Not Applicable,"UNIVERSITY OF MARYLAND BALTIMORE", ,2017,386250,
"PRESCRIBING INTERVENTIONS FOR CHRONIC PAIN VIA THE ELECTRONIC MEDICAL RECORD (PRINCE)",NIDA,"9419455",1R21DA046084-01,1,R21,DA,046084,01,,,"7892612","GOLBERSTEIN, EZRA ",Not Applicable,"UNIVERSITY OF MINNESOTA", ,2017,210673,
"COLLABORATING CONSORTIUM OF COHORTS PRODUCING NIDA OPPORTUNITIES (C3PNO)",NIDA,"9386691",1U24DA044554-01,1,U24,DA,044554,01,,,"1860591","GORBACH, PAMINA MAE ","SIMINSKI-MAHONEY, SUZANNE ","UNIVERSITY OF CALIFORNIA LOS ANGELES", ,2017,999893,
"PARTIAL MGLU5 NEGATIVE ALLOSTERIC MODULATORS TO PREVENT RELAPSE TO COCAINE ABUSE",NIDA,"9163977",1K99DA042129-01,1,K99,DA,042129,01,,,"9823199","GOULD, ROBERT WARREN",Not Applicable,"VANDERBILT UNIVERSITY", ,2017,91732,
"N-ACETYLCYSTEINE AND CONTINGENCY MANAGEMENT FOR YOUTH CANNABIS USE DISORDER",NIDA,"9156301",1R01DA042114-01,1,R01,DA,042114,01,,,"8196687","GRAY, KEVIN M",Not Applicable,"MEDICAL UNIVERSITY OF SOUTH CAROLINA", ,2017,609648,
