pmid_int,wos_id,grant_number,grant_organization,country,Agencies,,
20627081,WOS:000279366200014,DOD-W81XWH-07-1-0360,Cancer Research UK,UK,6,,
19682280,WOS:000270830600014,C107/A3096,Cancer Research UK,UK,6,,
19789314,WOS:000270498700011,C6228/A5437,Cancer Research UK,UK,6,,
20627081,WOS:000279366200014,NCI-R01CA084309,Cancer Research UK,UK,6,,
20597484,WOS:000280523300023,C107/A10433,Cancer Research UK,UK,6,,
22080950,WOS:000298031900042,C8216/A6129,Cancer Research UK,UK,6,,
22080950,WOS:000298031900042,C588/A10589,Cancer Research UK,UK,6,,
18792098,WOS:000262010600022,C588/A994,Cancer Research UK,UK,6,,
20479117,WOS:000278554200014,C399/A2291,Cancer Research UK,UK,6,,
19770375,WOS:000271530900024,C588/A4994,Cancer Research UK,UK,6,,
19615888,WOS:000273143800027,C588/A4994,Cancer Research UK,UK,6,,
21926416,WOS:000297242100020,C588/A10589,Cancer Research UK,UK,6,,
21926416,WOS:000297242100020,C8216/A6129,Cancer Research UK,UK,6,,
19464601,WOS:000267027100011,C107/A10433,Cancer Research UK,UK,6,,
20303350,WOS:000279321000039,C2193/A7603,Cancer Research UK,UK,6,,
20602913,WOS:000280029200001,C588/A10721,Cancer Research UK,UK,6,,
18193424,WOS:000258527900004,C1178/A2647,Cancer Research UK,UK,6,,
18193424,WOS:000258527900004,C309/A2187,Cancer Research UK,UK,6,,
20303350,WOS:000279321000039,C157/A9148,Cancer Research UK,UK,6,,
21926416,WOS:000297242100020,C588/A4994,Cancer Research UK,UK,6,,
21418545,WOS:000290627800013,C301/A9892,Cancer Research UK,UK,6,,
19615888,WOS:000273143800027,C8216/A6129,Cancer Research UK,UK,6,,
19770375,WOS:000271530900024,C8216/A6129,Cancer Research UK,UK,6,,
22080950,WOS:000298031900042,C8197/A10123,Cancer Research UK,UK,6,,
22080950,WOS:000298031900042,C588/A4994,Cancer Research UK,UK,6,,
18193424,WOS:000258527900004,C1178/A2648,Cancer Research UK,UK,6,,
20807807,WOS:000282879900030,C309/A2187,Cancer Research UK,UK,6,,
20807807,WOS:000282879900030,C107/A3096,Cancer Research UK,UK,6,,
21983785,WOS:000296584000016,C588/A4994,Cancer Research UK,UK,6,,
21215707,WOS:000287290300009,C107/A10433,Cancer Research UK,UK,6,,
20597484,WOS:000280523300023,C309/A8274,Cancer Research UK,UK,6,,
20647408,WOS:000280675000018,C8216/ A6129,Cancer Research UK,UK,6,,
20602913,WOS:000280029200001,C8216/A6129,Cancer Research UK,UK,6,,
21983787,WOS:000296584000015,C588/A10589,Cancer Research UK,UK,6,,
21983787,WOS:000296584000015,C8216/A6129,Cancer Research UK,UK,6,,
21084183,WOS:000288881700012,C588/A4994,Cancer Research UK,UK,6,,
19789314,WOS:000270498700011,C6228/A5433,Cancer Research UK,UK,6,,
20627081,WOS:000279366200014,NCI-R01CA109730,Cancer Research UK,UK,6,,
20807807,WOS:000282879900030,C107/A10433,Cancer Research UK,UK,6,,
20147967,WOS:000274604900010,C4639/A5661,Cancer Research UK,UK,6,,
20635898,WOS:000277663600007,1089464,"Cancer Research UK (61 Lincoln's Inn Fields, London WC2A 3PX, UK)",UK,6,,
19857592,WOS:000274393000004,C147/A6058,Cancer Research UK (CR-UK),UK,6,,
19238149,WOS:000263578700010,C1178/A7851,Cancer Research UK Clinical Research Fellows,UK,6,,
19238149,WOS:000263578700010,C309/A8274,Cancer Research UK Clinical Research Fellows,UK,6,,
18794140,WOS:000259422400034,C1484,Cancer Research UK Project,UK,6,,
21444876,WOS:000290090400029,C51/A6883,Cancer Research United Kingdom (to the drug development unit of the Royal Marsden National Health Services [NHS] Foundation Trust,UK,6,,
20350535,WOS:000280024800003,C11591/A10202,CRUK,UK,6,,
20350535,WOS:000280024800003,C11876/A4495,CRUK,UK,6,,
21472473,WOS:000292311000018,C1060/A10334,department of Health (England),UK,7,,
21710270,WOS:000294471100021,C1060/A10334,department of Health (England),UK,7,,
20147967,WOS:000274604900010,TO1004,Food Standards Agency,UK,8,,
19615888,WOS:000273143800027,BS16 1LE,"Frenchay Hospital, Bristol",UK,9,,
19846031,WOS:000273002700011,08/93/01,HTA programme,UK,0,,
20141835,WOS:000273826500012,C107/A10433,"Institute of Cancer Research, Cancer Research UK",UK,0,,
19710702,WOS:000271666000007,4034,Leukaemia Research Great Britain,UK,10,,
20981092,WOS:000283548600039,G0801823,Medical Research Council,UK,11,,
19196802,WOS:000266256700052,G0500047,Medical Research Council,UK,11,,
21375519,WOS:000288076200001,G0000934,Medical Research Council,UK,11,,
19196802,WOS:000266256700052,U1276.00.002.00005.01,Medical Research Council,UK,11,,
19339269,WOS:000264908100031,G0601308,Medical Research Council,UK,11,,
19864144,WOS:000274714300004,G0600765,Medical Research Council (UK),UK,11,,
18824582,WOS:000260603200002,G0500617,Medical Research Council Collaboration,UK,11,,
19258485,WOS:000265267100014,06/IG2038,Medical Research Council Health Services Research Collaboration Research Initiation,UK,11,,
NA,WOS:000278928800008,PHSRN14,Medical Research Council through Population Health Science Research Network,UK,11,,
20237490,WOS:000278728600021,G116/122,Medical Research Council UK,UK,11,,
20133564,WOS:000274251800028,G0900867,Medical Research Council UK,UK,11,,
19641206,WOS:000268443900010,G0601387,Medical Research Council United Kingdom Programme,UK,11,,
18824582,WOS:000260603200002,G0300180,"Medical Research Council, through a Medical Research Council Career Establishment",UK,11,,
18697777,WOS:000266956800010,U.1052.00.009,"Medical Research Council, UK",UK,11,,
19509232,WOS:000267506400001,G0601308,"Medical Research Council, UK",UK,11,,
19884276,WOS:000272856200018,U.1052.00.09,MRC,UK,11,,
19287975,WOS:000264661100031,G0100872,MRC,UK,11,,
26061376,WOS:000209380400001,U.1052.00.011,MRC grant,UK,11,,
19265127,WOS:000264084100019,RHE/001124/G,Oliver Bird Rheumatism Programme,UK,12,,
19265127,WOS:000264084100019,G140,University College of London Hospital charities Clinical Research Development Committee,UK,13,,
18715233,WOS:000259352300010,CI-1040,University of Dundee,UK,14,,
19265127,WOS:000264084100019,68629,Wellcome Trust,UK,14,,
20016485,WOS:000273582700027,077012/Z/05/Z,Wellcome Trust,UK,14,,
20981092,WOS:000283548600039,WT077009,Wellcome Trust,UK,14,,
20807807,WOS:000282879900030,071487/Z/03/A,Wellcome Trust,UK,14,,
20054297,WOS:000273748100045,077012/Z/05/Z,Wellcome Trust,UK,14,,
21598255,WOS:000291389500007,WT077012,Wellcome Trust,UK,14,,
20981092,WOS:000283548600039,WT089088/Z/09/Z,Wellcome Trust,UK,14,,
20952405,WOS:000285831700148,077012/Z/05/Z,Wellcome Trust,UK,14,,
19906727,WOS:000276399100103,077012/Z/05/Z,Wellcome Trust,UK,14,,
20807807,WOS:000282879900030,080333/Z/06/Z,Wellcome Trust,UK,14,,
19451168,WOS:000267665900006,077192/Z/05/Z,Wellcome Trust,UK,14,,
20981101,WOS:000283548600048,077012/Z/05/Z,Wellcome Trust,UK,14,,
18804460,WOS:000260867200004,071101 Z/03/Z,Wellcome Trust,UK,14,,
20118982,WOS:000276951500013,78327,Wellcome Trust,UK,14,,
20016488,WOS:000273582700026,077012/Z/05/Z,Wellcome Trust,UK,14,,
20981092,WOS:000283548600039,WT085532AIA,Wellcome Trust,UK,14,,
21983787,WOS:000296584000015,76113,Wellcome Trust,UK,14,,
20981092,WOS:000283548600039,WT086084/Z/08/Z,Wellcome Trust,UK,14,,
21983785,WOS:000296584000016,WT084766/Z/08/Z,Wellcome Trust,UK,14,,
19201888,WOS:000263126300063,81120,Wellcome Trust,UK,14,,
21375519,WOS:000288076200001,068545/Z/02,Wellcome Trust,UK,14,,
20981101,WOS:000283548600048,WT088340MA,Wellcome Trust,UK,14,,
20981092,WOS:000283548600039,WT081407/Z/06/Z,Wellcome Trust,UK,14,,
20103651,WOS:000278485600024,077012/Z/05/Z,Wellcome Trust,UK,14,,
21418545,WOS:000290627800013,78327,Wellcome Trust,UK,14,,
19526360,WOS:000270869000008,WT06491I/Z/01/Z,Wellcome Trust,UK,14,,
20981092,WOS:000283548600039,WT075491/Z/04,Wellcome Trust,UK,14,,
19276262,WOS:000264511000041,066646/Z/01/Z,Wellcome Trust,UK,14,,
20141835,WOS:000273826500012,080333/Z/06/Z,Wellcome Trust,UK,14,,
19641206,WOS:000268443900010,GR078173MA,Wellcome Trust Programme,UK,14,,
18650424,WOS:000259341600037,76557,Wellcome Trust Project and Equipment,UK,14,,
18650424,WOS:000259341600037,78407,Wellcome Trust Project and Equipment,UK,14,,
18650424,WOS:000259341600037,62918,Wellcome Trust Project and Equipment,UK,14,,
19111166,WOS:000261945700006,79895,Wellcome Trust Strategic Award,UK,14,,
19265127,WOS:000264084100019,ID 17746,equipment Arthritis Research Campaign,USA,0,,
19282163,WOS:000266223400009,19939,TSRI,USA,56,,
17726540,WOS:000207455400027,K08-CA097980,The Joan Scarangello Foundation,USA,55,,
17726540,WOS:000207455400027,R01-CA121210,The Joan Scarangello Foundation,USA,55,,
17726540,WOS:000207455400027,R01-CA120247,The Joan Scarangello Foundation,USA,55,,
21635872,WOS:000292371400002,09BN-14,State of Florida,USA,54,,
20515943,WOS:000278569200008,08BR-01,State of Florida Bankhead,USA,54,,
19573809,WOS:000267786100006,1A-1 1,Starr Cancer Consortium,USA,53,,
19847166,WOS:000271419200042,I1-A11,Starr Cancer Consortium,USA,53,,
21840483,WOS:000294099700007,I3-A154,Starr Foundation,USA,53,,
20660846,WOS:000280347400011,60624,Robert Wood Johnson Foundation,USA,52,,
20858880,WOS:000282007900020,A-10-08,Radiation Effects Research Foundation,USA,51,,
19619308,WOS:000269507800002,DMS0805491,NSF,USA,50,,
NA,WOS:000289871200028,SES0851521,NSF,USA,50,,
NA,WOS:000265152800031,MYOSITIS 1,Myositis Association,USA,48,,
20186858,WOS:000275181900008,MDA3878,Muscular Dystrophy Association,USA,47,,
19571822,WOS:000273245700009,93-032-13,Melanoma Research Foundation,USA,46,,
NA,WOS:000261488900020,MSCRFII-0428-00,Maryland Stern Cell Research Fund,USA,45,,
19351835,WOS:000265314900045,078-07,Mary Kay Ash Charitable Foundation,USA,44,,
20385106,WOS:000280024800005,UPCC-AD-100108,Life Raft Group,USA,43,,
20400962,WOS:000277394700035,6037,Leukaemia and Lymphoma Research Travel Fellowship,USA,42,,
21035406,WOS:000284658600013,R6223-07,Leukaemia and Lymphoma Society,USA,42,,
21030558,WOS:000286426300010,7414-07,Leukemia & Lymphoma Society,USA,42,,
20110422,WOS:000276201000020,7018,Leukemia & Lymphoma Society,USA,42,,
19050304,WOS:000265910300029,6096-07,Leukemia & Lymphoma Society,USA,42,,
19377047,WOS:000267147400022,R01CA131027,Leukemia & Lymphoma Society,USA,42,,
19377047,WOS:000267147400022,7018,Leukemia & Lymphoma Society,USA,42,,
19958544,WOS:000272937000001,6028-8,Leukemia and Lymphoma Society,USA,42,,
18599182,WOS:000259897700010,6061-06,Leukemia and Lymphoma Society,USA,42,,
19209146,WOS:000264748000021,FND 7040,Leukemia and Lymphoma Society,USA,42,,
21832238,WOS:000293739300003,7000-02,Leukemia and Lymphoma Society,USA,42,,
21830940,WOS:000294205300008,7000-02,Leukemia and Lymphoma Society,USA,42,,
18327587,WOS:000259670900012,6096-07 RZO,Leukemia and Lymphoma Society,USA,42,,
19171765,WOS:000266008800018,7040-03,Leukemia and Lymphoma Society,USA,42,,
19239902,WOS:000263710500006,7015,Leukemia and Lymphoma Society,USA,42,,
18949058,WOS:000260622600019,7015,Leukemia and Lymphoma Society,USA,42,,
19509133,WOS:000268908300032,7414-07,Leukemia and Lymphoma Society,USA,42,,
19651893,WOS:000268835300009,7015,Leukemia and Lymphoma Society,USA,42,,
18981115,WOS:000260913900034,5188-07,Leukemia and Lymphoma Society Fellow Award,USA,42,,
19860654,WOS:000271381100008,7018,Leukemia and Lymphoma Society Specialized Center of Research,USA,42,,
19259067,WOS:000265640700022,7018,Leukemia and Lymphoma Society Specialized Center of Research,USA,42,,
20428207,WOS:000278575400008,7018,Leukemia and Lymphoma Society Specialized Center of Research (SCOR),USA,42,,
18645038,WOS:000259402600041,R6029-07,Leukemia and Lymphoma Translational Research,USA,42,,
19933851,WOS:000272861300013,R2495CNR,Leukemia Research Fund,USA,42,,
19321326,WOS:000266223400015,6037,Leukemia Research Fund Travel Fellowship,USA,42,,
18509084,WOS:000259088000020,MCLI-07-012,Lymphoma Research Foundation,USA,42,,
19878872,WOS:000271755100009,7393-06,The Leukemia & Lymphoma Society,USA,42,,
21240260,WOS:000288170200039,1225/09,Legacy Heritage Foundation,USA,41,,
20194441,WOS:000275055900008,KG081021,Komen,USA,40,,
20511060,WOS:000279584200014,KG080101,Komen,USA,40,,
18691423,WOS:000259071700001,PDF0600954,Susan B. Komen Breast Cancer Foundation,USA,40,,
18691423,WOS:000259071700001,BCTR0504552,Susan B. Komen Breast Cancer Foundation,USA,40,,
20393555,WOS:000276635000030,BCTR0707808,Susan G Komen Breast Cancer Foundation,USA,40,,
21138868,WOS:000285044200010,PDF0707903,Susan G. Komen,USA,40,,
20382702,WOS:000278689700037,PDF0707935,Susan G. Komen Breast Cancer Foundation,USA,40,,
20595147,WOS:000287801800023,PDF 0504073,Susan G. Komen Breast Cancer Foundation,USA,40,,
18997773,WOS:000261559900054,DISS0402406,Susan G. Komen Dissertation Research Award,USA,40,,
19706540,WOS:000269295100067,KG090515,Susan G. Komen for Cure,USA,40,,
19706540,WOS:000269295100067,FAS0703860,Susan G. Komen for Cure,USA,40,,
19010903,WOS:000261136600026,PDF79906,Susan G. Komen for the Core Postdoctoral Fellowship,USA,40,,
19116269,WOS:000262263900050,PDF0707903,Susan G. Komen for the Cure,USA,40,,
19805669,WOS:000272652700012,BCTR0707297,Susan G. Komen for the Cure,USA,40,,
19490893,WOS:000266454800015,KG090355,Susan G. Komen for the Cure Foundation,USA,40,,
20490631,WOS:000278835900002,BCTR0707562,Susan G. Komen Foundation,USA,40,,
20841473,WOS:000282647700011,KG081021,Susan G. Komen Investigator Initiated,USA,40,,
18567002,WOS:000258480100019,BCTR63806,Susan Komen Foundation,USA,40,,
18828769,WOS:000259269900017,4-2005-1168,JDRF,USA,39,,
19608732,WOS:000269366800002,1-2006-759,JDRF,USA,39,,
19783989,WOS:000270955900011,10-2006-799,Juvenile Diabetes Research Foundation,USA,39,,
18562239,WOS:000260125400008,20061496,Hawaii Community Foundation,USA,38,,
19135695,WOS:000264252200016,20050405,Hawaii Community Foundation,USA,38,,
19726788,WOS:000271019400041,GDC-0449,Genentech,USA,37,,
20028756,WOS:000278404500035,RO1 FD002333,Food and Drug Administration Office of Orphan Products Development,USA,36,,
20590165,WOS:000280583700043,06BS-02-9614,Florida Department of Health,USA,35,,
20393555,WOS:000276635000030,NCI U10 CA076001,"Fashion Footwear Charitable Foundation, Inc.",USA,34,,
20393555,WOS:000276635000030,NCI 3P50 CA68438,"Fashion Footwear Charitable Foundation, Inc.",USA,34,,
18842679,WOS:000262718300003,504587,Flight Attendant Medical Research Institute,USA,34,,
20015843,WOS:000274499800009,CIA_062442,Flight Attendant Medical Research Institute,USA,34,,
20015843,WOS:000274499800009,042281_CIA,Flight Attendant Medical Research Institute,USA,34,,
21871886,WOS:000295909200012,62438,FAMRI,USA,33,,
20570039,WOS:000282715000004,62438,FAMRI,USA,33,,
19805545,WOS:000272028500003,62438,FAMRI Young Investigator Award,USA,33,,
19996179,WOS:000272994200061,C023046,Empire State Stem Cell Fund through New York State Department of Health (NYSDOH),USA,32,,
19659742,WOS:000270830600016,RO1 ES 009110,Dermatology Foundation Research Grant and Ohio Cancer Research Associates,USA,31,,
19214220,WOS:000263928000023,77510-29,Elizabeth Glaser Pediatric AIDS Foundation,USA,31,,
20066693,WOS:000274315800030,03-438MO-03,Department of Veteran's Affairs,USA,30,,
20066693,WOS:000274315800030,CDA093344,Department of Veteran's Affairs,USA,30,,
19931152,WOS:000272169400014,A107165,DOE,USA,30,,
19165226,WOS:000263180900012,A107165,DOE,USA,30,,
19509242,WOS:000267043100016,FY2008,U.S. Food and Drug Administration Critical Path Finding,USA,30,,
21642685,WOS:000291349100026,R01FD003445-01,US Food and Drug Administration,USA,30,,
19505924,WOS:000266754100035,DE-FG02-06ER64280,Department of Energy,USA,29,,
19597488,WOS:000268593200011,DE-AC03-76SF00098,Department of Energy,USA,29,,
19359544,WOS:000265832400047,PC051382,U.S. Department of Defense Prostate Cancer Research Program Clinical Consortium Award,USA,29,,
19118032,WOS:000262229800008,DE-FG02-06ER64186,U.S. Department of Energy,USA,29,,
20060285,WOS:000275240200002,DE-AC02-05CH11231,U.S. Department of Energy,USA,29,,
19937951,WOS:000273384700012,DE-AC02-05CH11231,U.S. Department of Energy,USA,29,,
19274087,WOS:000265496000004,DE-FC52-04NA25455,U.S. Department of Energy,USA,29,,
19118032,WOS:000262229800008,CSCN0039,U.S. Department of Energy,USA,29,,
19147570,WOS:000262582900025,DE-AC02-05CH11231,U.S. Department of Energy,USA,29,,
19106231,WOS:000262962700006,DE-FG02-06ER64249,US Department of Energy,USA,29,,
19949019,WOS:000273418000006,CI 24-04,Damon Runyon Cancer Research Foundation,USA,28,,
18541894,WOS:000259902800005,CI-25-05,Damon Runyon Cancer Research Foundation,USA,28,,
19490893,WOS:000266454800015,DRG-1996-08,Damon Runyon Cancer Research Foundation,USA,28,,
21807635,WOS:000294952400009,CI-40-08,Damon Runyon Cancer Research Foundation,USA,28,,
21430779,WOS:000288702200062,DRG-1855-05,Damon Runyon Cancer Research Foundation,USA,28,,
20176942,WOS:000275368400032,DRG-1616,Damon Runyon Cancer Research Foundation,USA,28,,
20454651,WOS:000277240300012,CA59350,Damon Runyon-Lilly Clinical Investigator Award,USA,28,,
20454651,WOS:000277240300012,CA33049,Damon Runyon-Lilly Clinical Investigator Award,USA,28,,
20454651,WOS:000277240300012,CA56821,Damon Runyon-Lilly Clinical Investigator Award,USA,28,,
19185845,WOS:000263251400007,CCFA 1762,Crohn's and Colitis Foundation of America,USA,27,,
20018552,WOS:000276592700003,1762,Crohn's and Colitis Foundation of America (CCFA),USA,27,,
20303878,WOS:000275746600012,1762,Crohn's and Colitis Foundation of America (CCFA),USA,27,,
18838710,WOS:000261199500021,ME-01-329,Commonwealth of Pennsylvania,USA,26,,
20818433,WOS:000286418800011,AF0301,Pennsylvania Department of Health,USA,26,,
19262111,WOS:000208234000012,15RT-0034,California Tobacco Related Disease Research Program,USA,25,,
19945838,WOS:000277845300018,18XT-0106,California Tobacco Related Disease Research Program,USA,25,,
19789309,WOS:000270498700040,RN2-00902-1,California Institute for Regenerative Medicine,USA,24,,
19165226,WOS:000263180900012,RS1-00449,California Institute for Regenerative Medicine,USA,24,,
20856802,WOS:000281815800010,RN2-00902-1,California Institute for Regenerative Medicine (CIRM),USA,24,,
21074059,WOS:000284338400005,RN2-00902-1,California Institute for Regenerative Medicine (CIRM),USA,24,,
21169256,WOS:000285408600019,RN2-00902-1,California Institute for Regenerative Medicine (CIRM),USA,24,,
20624956,WOS:000280767700057,RN2-00902-1,California Institute for Regenerative Medicine New Faculty Award,USA,24,,
20150263,WOS:000275133100013,2-00902-1,California Institute for Regenerative Medicine New Faculty Award,USA,24,,
20624956,WOS:000280767700057,RT1-01126,California Institute for Regenerative Medicine Tools and Technology,USA,24,,
19931152,WOS:000272169400014,RS1-00449,CIRM,USA,24,,
20710044,WOS:000280887000026,RN2-00904-1,CIRM,USA,24,,
21620777,WOS:000291839500012,TG2-01169,CIRM,USA,24,,
20710044,WOS:000280887000026,K08 HL074229,CIRM,USA,24,,
19933908,WOS:000273103900011,CM-62209,California Cancer Consortium,USA,23,,
19396016,WOS:000264121100004,N01-CM62209,California Cancer Consortium,USA,23,,
20382702,WOS:000278689700037,12NB0176,California Breast Cancer Research Program,USA,22,,
20382702,WOS:000278689700037,13NB0180,California Breast Cancer Research Program,USA,22,,
19715444,WOS:000278804100006,MT7826,Brody Brothers Endowment Fund,USA,21,,
20713713,WOS:000281468500030,KG091219,Broad Institute,USA,20,,
20713713,WOS:000281468500030,PDF0707744,Broad Institute,USA,20,,
19616319,WOS:000269286700007,IBD-0154R,Broad Medical Research Program Foundation,USA,20,,
21131556,WOS:000287913200027,W81XWH-09-1-0149,Bristol-Myers Squibb DOD,USA,19,,
19509253,WOS:000267043100019,W81 XWH-062-0033,Center for Cancer Research and Department of Defense Breast Cancer Research Program,USA,19,,
21472002,WOS:000289779800012,W81XWH-062-0033,Center of Excellence from the US Department of Defense,USA,19,,
21321210,WOS:000287844400054,W81XWH-10-1-0016,Department of Defence,USA,19,,
19706824,WOS:000269565800005,W81XWH05-1-0036,Department of Defense,USA,19,,
21463133,WOS:000291223100004,P50 CA126752 NIH-NCI,Department of Defense,USA,19,,
19342374,WOS:000264657800037,BC061955,Department of Defense,USA,19,,
20710044,WOS:000280887000026,W81XWH-04-1-0142,Department of Defense,USA,19,,
20179225,WOS:000278545500023,W81XWH06-1- 0303,Department of Defense,USA,19,,
21680546,WOS:000291644700008,W81XWH-09-1-0307,Department of Defense,USA,19,,
20501798,WOS:000278569200002,BC044798,Department of Defense,USA,19,,
19632176,WOS:000268277000008,W81XWH-07-1-0037,Department of Defense,USA,19,,
20571066,WOS:000279639500009,W81XWH-08-1-0291,Department of Defense,USA,19,,
19406209,WOS:000270767600012,PC051081,Department of Defense,USA,19,,
21463133,WOS:000291223100004,PR093892,Department of Defense,USA,19,,
20405169,WOS:000277411300008,W81XWH-06-1-0416,Department of Defense,USA,19,,
20056400,WOS:000277845300014,DODW81XWH-09-01-0394,Department of Defense,USA,19,,
21364686,WOS:000287914200007,W81XWH-6-1-0303,Department of Defense,USA,19,,
19150980,WOS:000264195600065,W81XWH-07-1-0448,Department of Defense,USA,19,,
19622585,WOS:000268861600008,W81XWH-05-0027,Department of Defense,USA,19,,
20234093,WOS:000276258100023,BC061707R,Department of Defense,USA,19,,
21463133,WOS:000291223100004,R01 CA142636 NIH-NCI,Department of Defense,USA,19,,
20807808,WOS:000282879900026,W81XWH-08-1-0431,Department of Defense,USA,19,,
20971039,WOS:000287340500006,PC094137,Department of Defense,USA,19,,
19597465,WOS:000269893700005,PC030380,Department of Defense,USA,19,,
20405169,WOS:000277411300008,PR080717,Department of Defense,USA,19,,
19406209,WOS:000270767600012,BC083217,Department of Defense,USA,19,,
21575865,WOS:000290932400011,PC051081,Department of Defense,USA,19,,
20490631,WOS:000278835900002,W81XWH-08-1-0332,Department of Defense,USA,19,,
21575865,WOS:000290932400011,PC094231,Department of Defense,USA,19,,
19706824,WOS:000269565800005,W81XWH06-1-0514,Department of Defense,USA,19,,
21368222,WOS:000292972100003,W81XWH-08-1-0031,Department of Defense,USA,19,,
18491292,WOS:000258772800001,PC051264,Department of Defense,USA,19,,
20526349,WOS:000279631900029,R01 CA125612-01,Department of Defense,USA,19,,
21098274,WOS:000285521500082,W81XWH-06-1-0781,Department of Defense,USA,19,,
20382702,WOS:000278689700037,W81XWH-08-1-0468,Department of Defense,USA,19,,
19632176,WOS:000268277000008,PC080665,Department of Defense,USA,19,,
19573809,WOS:000267786100006,PC073284,Department of Defense,USA,19,,
20490631,WOS:000278835900002,W81XWH-06-1-0757,Department of Defense,USA,19,,
21224358,WOS:000286193900028,BC097064,Department of Defense,USA,19,,
19549894,WOS:000267691800015,PCRP DAMD PC040221,Department of Defense,USA,19,,
19170048,WOS:000265727700005,DAMD17-03-01-0039,Department of Defense,USA,19,,
21802835,WOS:000296149400010,W81XWH-09-1-0307,Department of Defense,USA,19,,
19401524,WOS:000265763300012,WX8XWH-06-0292,Department of Defense,USA,19,,
20829328,WOS:000285044200008,W81XWH-062-0033,Department of Defense,USA,19,,
19098711,WOS:000263119700014,W81XWH-06-1-0063,Department of Defense (DoD),USA,19,,
19079609,WOS:000265458400008,Prostate Cancer Training Awards,Department of Defense (DOD),USA,19,,
19962179,WOS:000272622800010,325108,Department of Defense (DoD),USA,19,,
19023118,WOS:000262491900019,W81XWH-04-10454,"Department of Defense (United States) Breast Cancer Research Program Fort Detrick, MD",USA,19,,
18794799,WOS:000261384100007,W81XWH-06-1-0192,Department of Defense (USA) Prostate Cancer Research,USA,19,,
19755699,WOS:000269797600030,W81XWG-05-1-0235,Department of Defense award,USA,19,,
19825957,WOS:000271043500007,BCO51720,Department of Defense award,USA,19,,
21173223,WOS:000285915000057,W81XWH-10-1-0016,Department of Defense Breast Cancer,USA,19,,
21081656,WOS:000285913600016,W81XWH-062-0033,Department of Defense Breast Cancer,USA,19,,
19958544,WOS:000272937000001,BC0009140,Department of Defense Breast Cancer Program,USA,19,,
19774344,WOS:000270896000011,W81XWH-062-0033,Department of Defense Breast Cancer Program,USA,19,,
21487419,WOS:000291199200007,W81XWH-10-1-0016,Department of Defense Breast Cancer Research,USA,19,,
19165226,WOS:000263180900012,W81XWH-05-1-330 (BC044791),Department of Defense Breast Cancer Research Era of Hope,USA,19,,
19805669,WOS:000272652700012,DAMD17-01-1-0281,Department of Defense Breast Cancer Research Program,USA,19,,
19789319,WOS:000270498700026,W81XWH-062-0033,Department of Defense Breast Cancer Research Program,USA,19,,
19383798,WOS:000266208900051,W81XWH-07-1-0482,Department of Defense Breast Cancer Research Program Era of Hope Award,USA,19,,
19014406,WOS:000263922900004,BC030282,Department of Defense Center of Excellence,USA,19,,
19706802,WOS:000269565800012,BC030282,Department of Defense Center of Excellence,USA,19,,
19706540,WOS:000269295100067,BC05-COE W81XH-06-2-0033,Department of Defense Center of Excellence in Breast Cancer Award,USA,19,,
19996273,WOS:000272647500016,W81XWH-07-1-0463,Department of Defense Congressionally Directed Medical Research Program Breast Cancer Research Program,USA,19,,
19866469,WOS:000275382600007,DAMD170320033,Department of Defense Consortium,USA,19,,
19451644,WOS:000266580500043,BC0516650,Department of Defense Era of Hope Scholar,USA,19,,
19644473,WOS:000268517600020,BC051565,Department of Defense for Cancer Research,USA,19,,
19494257,WOS:000266833900004,NS06104,Department of Defense HR + 3222,USA,19,,
19762283,WOS:000271779600006,DAMD 17-01-1-0429,Department of Defense Medical Research Development Command,USA,19,,
NA,WOS:000261488900020,PC060843,Department of Defense Postdoctoral Training Award,USA,19,,
18829484,WOS:000260142500017,W81XWH-05-01-0062,Department of Defense Prostate Cancer,USA,19,,
19920114,WOS:000272363700040,W81XWH-06-1-0258,Department of Defense Prostate Cancer Clinical Trials Consortium awards,USA,19,,
19920114,WOS:000272363700040,W81XWH-07-1-0097,Department of Defense Prostate Cancer Clinical Trials Consortium awards,USA,19,,
19920114,WOS:000272363700040,W81XWH-06-10241,Department of Defense Prostate Cancer Clinical Trials Consortium awards,USA,19,,
18922926,WOS:000260323400038,DAMD W81XWH-08-1-0055,Department of Defense Prostate Cancer Research,USA,19,,
19801511,WOS:000270830300007,N01-CO-12400,Department of Defense Prostate Cancer Research Program,USA,19,,
19887483,WOS:000271822600043,PC060807,Department of Defense Prostate Cancer Research Program,USA,19,,
20159814,WOS:000275824600010,PC051382,Department of Defense Prostate Cancer Research Program,USA,19,,
20398925,WOS:000277210000030,W81XWH-06-2-0011,Department of Defense Prostate Cancer Research Program Clinical Consortium,USA,19,,
20398925,WOS:000277210000030,W81XWH-06-1-0237,Department of Defense Prostate Cancer Research Program Clinical Consortium,USA,19,,
20398925,WOS:000277210000030,W81XWH-06-1-0203,Department of Defense Prostate Cancer Research Program Clinical Consortium,USA,19,,
20398925,WOS:000277210000030,W81XWH-07-1-0097,Department of Defense Prostate Cancer Research Program Clinical Consortium,USA,19,,
20398925,WOS:000277210000030,W81XWH-06-1-0261,Department of Defense Prostate Cancer Research Program Clinical Consortium,USA,19,,
NA,WOS:000265739700018,PC-050010,Department of Defense Prostate Cancer Research Program Clinical Trial Award,USA,19,,
19805545,WOS:000272028500003,W81XWH-07-01-0089,Department of Defense Prostate Cancer Research Program Grant,USA,19,,
