wos_id,grant_number,grant_organization,country,agencies
WOS:000291200800032,98-2314-B-002-117-MY3,"National Science Council, Taiwan",Taiwan,5
WOS:000298342700016,98-2314-B-182A-027-MY3,"National Science Council, Taiwan",Taiwan,5
WOS:000277594800002,NSC 97-2314-B-075-001-MY3,"National Science Council, Taiwan",Taiwan,5
WOS:000298342700016,NSC 97-2745-B-010-001,"National Science Council, Taiwan",Taiwan,5
WOS:000291200800032,99C101-101,"National Taiwan University, Taiwan",Taiwan,5
WOS:000277594800002,V98C1-061,"Taipei Veterans General Hospital, Taiwan",Taiwan,6
WOS:000288701100007,TDRF9809,Taiwan Drug Relief Foundation,Taiwan,7
WOS:000288701100007,TDRF9707,Taiwan Drug Relief Foundation,Taiwan,7
WOS:000279354900003,VHYL-95-04,"Yuli Veterans Hospital, Taiwan",Taiwan,8
WOS:000279354900003,VHYL-95-03,"Yuli Veterans Hospital, Taiwan",Taiwan,8
WOS:000279354900003,VHYL-95-02,"Yuli Veterans Hospital, Taiwan",Taiwan,8
WOS:000293201100030,HR1161A,Ratchadaphiseksomphot Endowment Fund,Thailand,1
WOS:000286692400007,BB/F013930/1,BBSRC,UK,1
WOS:000266491300007,BB/C517517/1,Biotechnology and Biological Sciences Research Council,UK,1
WOS:000273711700002,RG/05/014,British Heart Foundation,UK,2
WOS:000273711700002,RG/02/005,British Heart Foundation,UK,2
WOS:000273711700002,PG/07/133,British Heart Foundation,UK,2
WOS:000283548600039,RG/09/012/28096,British Heart Foundation,UK,2
WOS:000273711700002,FS05/125,British Heart Foundation,UK,2
WOS:000272828800002,FS05/125,British Heart Foundation,UK,2
WOS:000265221600042,79895,Cambridge Institute for Medical Research,UK,3
WOS:000281422400022,C5047/A7357,Cancer Research UK,UK,4
WOS:000286692400007,C6563/A101192,CR-UK,UK,4
WOS:000293558900067,PJ540,Cystic Fibrosis Trust UK,UK,5
WOS:000286623800008,07/0003525,Diabetes UK,UK,6
WOS:000273826500012,C107/A10433,"Institute of Cancer Research, Cancer Research UK",UK,7
WOS:000264278800057,84908,Medical Research Council,UK,8
WOS:000273711700002,G8802774,Medical Research Council,UK,8
WOS:000289622000013,G0700820,Medical Research Council,UK,8
WOS:000306684400016,G0700961,Medical Research Council,UK,8
WOS:000283548600039,G0801823,Medical Research Council,UK,8
WOS:000272828800002,G0802432,Medical Research Council,UK,8
WOS:000288701100008,G0400126,Medical Research Council,UK,8
WOS:000279398000008,G9900355,Medical Research Council (Co-operative Group),UK,8
WOS:000279398000008,G0300106,Medical Research Council (Co-operative Group),UK,8
WOS:000270330400013,G0502028,Medical Research Council UK,UK,8
WOS:000286623800008,G0601261,MRC,UK,8
WOS:000300228300023,7889,Royal Free Hampstead National Health Service (NHS) Trust,UK,9
WOS:000292299700055,PHGX10A,UK Department of Health,UK,11
WOS:000286585500017,G0601261,UK Medical Research Council,UK,8
WOS:000283548600039,WT089088/Z/09/Z,Wellcome Trust,UK,10
WOS:000283548600039,WT081407/Z/06/Z,Wellcome Trust,UK,10
WOS:000264278800057,68823,Wellcome Trust,UK,10
WOS:000286623800008,085475/B/08/Z,Wellcome Trust,UK,10
WOS:000272419900015,79895,Wellcome Trust,UK,10
WOS:000273582700027,077012/Z/05/Z,Wellcome Trust,UK,10
WOS:000283548600039,WT086084/Z/08/Z,Wellcome Trust,UK,10
WOS:000288701100008,84730,Wellcome Trust,UK,10
WOS:000286585500017,72960,Wellcome Trust,UK,10
WOS:000286623800008,085475/Z/08/Z,Wellcome Trust,UK,10
WOS:000283548600039,WT077009,Wellcome Trust,UK,10
WOS:000269848100017,79895,Wellcome Trust,UK,10
WOS:000269382100014,79895,Wellcome Trust,UK,10
WOS:000286585500017,84726,Wellcome Trust,UK,10
WOS:000283548600039,WT075491/Z/04,Wellcome Trust,UK,10
WOS:000259828600020,62771,Wellcome Trust,UK,10
WOS:000261215900012,76113,Wellcome Trust,UK,10
WOS:000273826500012,080333/Z/06/Z,Wellcome Trust,UK,10
WOS:000286623800008,084726/Z/08/Z,Wellcome Trust,UK,10
WOS:000260041400007,61183,Wellcome Trust,UK,10
WOS:000283548600039,WT085532AIA,Wellcome Trust,UK,10
WOS:000276205000035,077006/Z/05/Z,Wellcome Trust,UK,10
WOS:000273934100053,081298/Z/06/Z,Wellcome Trust,UK,10
WOS:000264278800057,6850,Wellcome Trust,UK,10
WOS:000272828800002,82178,Wellcome Trust Senior Research Fellowship in Clinical Science,UK,10
WOS:000266221100005,79895,Wellcome Trust Strategic Award,UK,10
WOS:000261215900012,79895,Wellcome Trust Strategic Award,UK,10
WOS:000262489600006,79895,Wellcome Trust Strategic Award,UK,10
WOS:000298386200014,P01 AI041534,"Aaron Diamond AIDS Research Center, The Rockefeller University Hospital (AIEDRP)",USA,1
WOS:000298386200014,AI047033,"Aaron Diamond AIDS Research Center, The Rockefeller University Hospital (AIEDRP)",USA,1
WOS:000291062200013,5U01AI069494,ACTG,USA,1
WOS:000273649200001,AI38858,ACTG Central Group,USA,1
WOS:000293304400006,U01 AI 068636,ACTG Virology Support Laboratory,USA,1
WOS:000293304400006,AI69423,ACTU,USA,1
WOS:000273711700002,HS06516,Agency for Health Care Policy Research,USA,1
WOS:000295937100009,R18 HS17784,Agency for Health Research and Quality,USA,1
WOS:000302873700116,K08HS18465-01,Agency for Healthcare Research and Quality,USA,1
WOS:000289078700001,AI38858,AIDS Clinical Trials Group Central Group,USA,1
WOS:000298386200014,AI43638,AIEDRP,USA,1
WOS:000298386200014,AI74621,AIEDRP,USA,1
WOS:000298386200014,M01 RR00051,AIEDRP,USA,1
WOS:000298386200014,P01 AI55356,AIEDRP,USA,1
WOS:000273495700039,5R21HL086414,Alpha-1 Foundation,USA,2
WOS:000274296300072,PF-07-263-01,American Cancer Society,USA,3
WOS:000292974800004,RSG-06-102-01-CCE,American Cancer Society,USA,3
WOS:000207455400027,PF-05-078-01-MGO,American Cancer Society-Davidson Sinai Research Foundation,USA,3
WOS:000264773600030,ACOSOG Z9001,American College of Surgeons Oncology Group (ACOSOG) and the National Cancer Institute (NCI),USA,4
WOS:000288553800011,106710-40-RGRL,American Foundation for AIDS Research,USA,5
WOS:000288553800011,107170-44-RGRL,American Foundation for AIDS Research,USA,5
WOS:000275947500007,106404-33-RFMC,American Foundation for AIDS Research postdoctoral fellowship,USA,5
WOS:000266438300001,0765070Y,American Heart Association,USA,6
WOS:000299201400006,09-0773,American Institute for Cancer Research,USA,7
WOS:000273495700039,A-05-005,American Thoracic Society,USA,8
WOS:000273495700039,HL-59215,American Thoracic Society,USA,8
WOS:000264559800037,W81XWH-05-1-0316,Army,USA,9
WOS:000298386200014,UL1 RR025009,Atlanta Clinical and Translational Science Award,USA,1
WOS:000269170200011,CA089393,Avon-NCI Progress for Patients Award,USA,1
WOS:000269659400008,00335-0505-01,Barnes-Jewish Hospital Foundation,USA,10
WOS:000285340200008,00335-0505-02,Barnes-Jewish Hospital Foundation,USA,10
WOS:000299097200004,26469,Bill & Melinda Gates Foundation,USA,11
WOS:000298386200014,RN07-SD-702,California HIV Research Program,USA,12
WOS:000278599600024,ID08-PHFE-018,California HIV/AIDS,USA,12
WOS:000282156300003,HHSN21620074400C,Cancer Genetics Network,USA,1
WOS:000281422400022,HHSN21620074400C,Cancer Genetics Network,USA,1
WOS:000288553800011,P30 MH62246,Center for AIDS Prevention Studies,USA,1
WOS:000298386200014,P30-AI-045008-12,Center for AIDS Research [CFAR],USA,1
WOS:000298386200014,AI050410,Center for AIDS Research [CFAR],USA,1
WOS:000298386200014,P30 AI050409,Center for AIDS Research [CFAR],USA,1
WOS:000260109600035,NIH P30 DK-54759,Center for Gene Therapy for Cystic Fibrosis,USA,1
WOS:000288553800011,U01-AI067854,Center for HIV/AIDS Vaccine Immunology,USA,1
WOS:000274599600016,P30 NS047243,Center for Neuroscience Research,USA,1
WOS:000279659300005,CLANCY02YO,CF Foundation,USA,13
WOS:000279659300005,R464,CF Foundation,USA,13
WOS:000291062200013,UO1-AI069467-04,CFAR,USA,1
WOS:000304364900007,R24 AI067039,CFAR Network of Integrated Clinical Systems,USA,1
WOS:000269260100018,P30 DK072488,Clinical Nutrition Research Unit of Maryland,USA,1
WOS:000298386200014,5-MO1 RR00044,Clinical Research Center [CRC],USA,1
WOS:000298386200014,RR00425,Clinical Research Center [CRC],USA,1
WOS:000298386200014,UL1-RR-025014,Clinical Research Center [CRC],USA,1
WOS:000296424200005,UL1-RR-024134,Clinical Translational Research Center,USA,1
WOS:000270175900004,1U54RR024383,Clinical Translational Research Center,USA,1
WOS:000298386200014,AI27664,Clinical Trial Unit [CTU],USA,1
WOS:000298386200014,U01-AI069447,Clinical Trial Unit [CTU],USA,1
WOS:000298386200014,U01 AI069471,Clinical Trial Unit [CTU],USA,1
WOS:000298386200014,5-U01 AI069423,Clinical Trial Unit [CTU],USA,1
WOS:000298386200014,AI 069471,Clinical Trial Unit [CTU],USA,1
WOS:000298386200014,5UO1 AI069418,Clinical Trial Unit [CTU],USA,1
WOS:000298386200014,AI46370,Clinical Trial Unit [CTU],USA,1
WOS:000298386200014,AI069472,Clinical Trial Unit [CTU],USA,1
WOS:000298386200014,AI069477,Clinical Trial Unit [CTU],USA,1
WOS:000298386200014,AI06943-01,Clinical Trial Unit [CTU],USA,1
WOS:000298386200014,U01AI069438,Clinical Trial Unit [CTU],USA,1
WOS:000298386200014,U01AI069511-02,Clinical Trial Unit [CTU],USA,1
WOS:000298386200014,AI 069434,Clinical Trial Unit [CTU],USA,1
WOS:000298386200014,AI25859,Clinical Trial Unit [CTU],USA,1
WOS:000298386200014,5UO1 AI069502,Clinical Trial Unit [CTU],USA,1
WOS:000298386200014,AI 069495,Clinical Trial Unit [CTU],USA,1
WOS:000298386200014,U01 AI69450,Clinical Trial Unit [CTU],USA,1
WOS:000298386200014,AI69472,Clinical Trial Unit [CTU],USA,1
WOS:000298386200014,AI69432,Clinical Trial Unit [CTU],USA,1
WOS:000298386200014,U01-AI-096497-05,Clinical Trial Unit [CTU],USA,1
WOS:000298386200014,AI27665,Clinical Trial Unit [CTU],USA,1
WOS:000298386200014,AI069474,Clinical Trial Unit [CTU],USA,1
WOS:000298386200014,AI 069424,Clinical Trial Unit [CTU],USA,1
WOS:000298386200014,UL1 RR025780,Colorado Clinical and Translational Sciences Institute [CCTSI],USA,1
WOS:000266988000018,U01 CA69398,Columbia University,USA,1
WOS:000281680000010,UL1-RR-024134,CTRC,USA,1
WOS:000298386200014,UL 1RR025747,CTSA,USA,1
WOS:000291062200013,UL1 RR025005,CTSA,USA,1
WOS:000293304400006,RR025747,CTSA,USA,1
WOS:000292299700055,UL1 RR025747,CTSA (Indiana),USA,1
WOS:000292299700055,UL1 RR025761,CTSA (Indiana),USA,1
WOS:000292299700055,UL1 UL1 RR024986,CTSA (Indiana),USA,1
WOS:000291062200013,AI069424,CTU,USA,1
WOS:000291062200013,UOI AI 069472,CTU,USA,1
WOS:000291062200013,AI46339-01,CTU,USA,1
WOS:000291062200013,U01AI069511-02,CTU,USA,1
WOS:000291062200013,AI32782,CTU,USA,1
WOS:000291062200013,5U01AI025859,CTU,USA,1
WOS:000291062200013,1 U01 AI069494-01,CTU,USA,1
WOS:000291062200013,RR025780,CTU,USA,1
WOS:000273649200001,AI -27665,CTU,USA,1
WOS:000273649200001,AI069471,CTU,USA,1
WOS:000291062200013,AI069434,CTU,USA,1
WOS:000291062200013,AI69432,CTU,USA,1
WOS:000291062200013,5U01 AI069 484-02,CTU,USA,1
WOS:000273649200001,AI69450,CTU,USA,1
WOS:000273649200001,U01 Al 069471,CTU,USA,1
WOS:000291062200013,AI069532,CTU,USA,1
WOS:000291062200013,UL1 RR025014,CTU,USA,1
WOS:000273649200001,5 U0I AI069415-03,CTU,USA,1
WOS:000291062200013,AI 27661,CTU,USA,1
WOS:000273649200001,1 UO1 AI 069494-01,CTU,USA,1
WOS:000273649200001,AI 58740,CTU,USA,1
WOS:000291062200013,RR00425,CTU,USA,1
WOS:000273649200001,1UO1 AI069423-01,CTU,USA,1
WOS:000291062200013,UL1RR024979,CTU,USA,1
WOS:000291062200013,AI27665,CTU,USA,1
WOS:000291062200013,P30-AI0450008-11,CTU,USA,1
WOS:000291062200013,MO1 RR 00095,CTU,USA,1
WOS:000291062200013,AI069513,CTU,USA,1
WOS:000273649200001,U01 AI069472-03,CTU,USA,1
WOS:000273649200001,3U01A1046376-05S4,CTU,USA,1
WOS:000291062200013,AI069474,CTU,USA,1
WOS:000273649200001,5U01 AI069 484-02,CTU,USA,1
WOS:000273649200001,5-U01 AI069423-03,CTU,USA,1
WOS:000273649200001,AI069532,CTU,USA,1
WOS:000291062200013,AI69450,CTU,USA,1
WOS:000291062200013,5 - U01 AI069423-03,CTU,USA,1
WOS:000273649200001,AI25859,CTU,USA,1
WOS:000273649200001,U01 AI069511,CTU,USA,1
WOS:000291062200013,3U01AI046376-05S4,CTU,USA,1
WOS:000291062200013,N01 AI72626,CTU,USA,1
WOS:000291062200013,U01 AI069452,CTU,USA,1
WOS:000291062200013,1U01AI069424-01,CTU,USA,1
WOS:000291062200013,U01 AI069472-04,CTU,USA,1
WOS:000291062200013,AI69501,CTU,USA,1
WOS:000291062200013,U01 AI069471,CTU,USA,1
WOS:000273649200001,AI 69432,CTU,USA,1
WOS:000291062200013,U01 AI069419,CTU,USA,1
WOS:000291062200013,AI27668,CTU,USA,1
WOS:000273649200001,AI069474,CTU,USA,1
WOS:000273649200001,ACTG U01-Al-069467-03,CTU,USA,1
WOS:000273649200001,AI 069472,CTU,USA,1
WOS:000291062200013,U01AI069495,CTU,USA,1
WOS:000291062200013,UO1Al69418-01,CTU,USA,1
WOS:000291062200013,AI34853,CTU,USA,1
WOS:000273649200001,5U01 AI069495,CTU,USA,1
WOS:000291062200013,5 U0I AI069415-03,CTU,USA,1
WOS:000291062200013,AI27658,CTU,USA,1
WOS:000273649200001,CFAR 5-P30-AI-045008-09,CTU,USA,1
WOS:000273649200001,AI 27661,CTU,USA,1
WOS:000265314900045,KG080695,Cure Postdoctoral Fellowship,USA,1
WOS:000272645600068,O6PO,Cystic Fibrosis Foundation,USA,13
WOS:000300207400005,PARANJ09QI0,Cystic Fibrosis Foundation,USA,13
WOS:000292528300005,ISIS07K1P,Cystic Fibrosis Foundation,USA,13
WOS:000281458800021,ENGELH08XX0,Cystic Fibrosis Foundation,USA,13
WOS:000294537100012,EPIC0K0,Cystic Fibrosis Foundation,USA,13
WOS:000274444000001,1 U01 HL081335-01,Cystic Fibrosis Foundation,USA,13
WOS:000281492000007,SANDERS08D0,Cystic Fibrosis Foundation,USA,13
WOS:000283000500028,CLANCY05Y2,Cystic Fibrosis Foundation,USA,13
WOS:000291256100010,BOMPAD06G0,Cystic Fibrosis Foundation,USA,13
WOS:000261726200009,MALL04G0,Cystic Fibrosis Foundation,USA,13
WOS:000305892100100,CLANCY09Y0,Cystic Fibrosis Foundation,USA,13
WOS:000266672000010,OBSERV04K0,Cystic Fibrosis Foundation,USA,13
WOS:000273204500014,CFF RDP R447-CR07,Cystic Fibrosis Foundation,USA,13
WOS:000258678600009,LIPUMA05A0,Cystic Fibrosis Foundation,USA,13
WOS:000273204500014,P30DK027651,Cystic Fibrosis Foundation,USA,13
WOS:000295357300019,R464-CR07,Cystic Fibrosis Foundation,USA,13
WOS:000264284100008,RDP R881,Cystic Fibrosis Foundation,USA,13
WOS:000266672000010,EPIC0K0,Cystic Fibrosis Foundation,USA,13
WOS:000261863000007,R464-CR02,Cystic Fibrosis Foundation,USA,13
WOS:000292528300005,ISIS07K0P,Cystic Fibrosis Foundation,USA,13
WOS:000274374700004,SANDERS06130,Cystic Fibrosis Foundation,USA,13
WOS:000262872200007,MCCRAY00V0,Cystic Fibrosis Foundation,USA,13
WOS:000295357300019,SORSCH05XX0,Cystic Fibrosis Foundation,USA,13
WOS:000269616200025,KNOWLE00A0,Cystic Fibrosis Foundation,USA,13
WOS:000269616200025,DRUMM04P0,Cystic Fibrosis Foundation,USA,13
WOS:000283000500028,RAMSEY03Y0,Cystic Fibrosis Foundation,USA,13
WOS:000266691200006,CFF R883-CR02,Cystic Fibrosis Foundation,USA,13
WOS:000259341600012,DOKHOL07I0,Cystic Fibrosis Foundation,USA,13
WOS:000288463400009,SANDERS08D0,Cystic Fibrosis Foundation,USA,13
WOS:000269616200025,SILVER0Z00,Cystic Fibrosis Foundation,USA,13
WOS:000260514300005,11464,Cystic Fibrosis Foundation,USA,13
WOS:000305892100100,R464-CF,Cystic Fibrosis Foundation,USA,13
WOS:000269616200025,DRUMM0A00,Cystic Fibrosis Foundation,USA,13
WOS:000259932600008,DASENB07A0,Cystic Fibrosis Foundation,USA,13
WOS:000294458300034,GAGGAR07A0,Cystic Fibrosis Foundation (Bethesda),USA,13
WOS:000268405700008,GABRIE04G1,Cystic Fibrosis Foundation (CFF),USA,13
WOS:000266438300015,ESTHER07G,Cystic Fibrosis Foundation (CFF),USA,13
WOS:000268405700008,NIH P01 HL051818,Cystic Fibrosis Foundation (CFF),USA,13
WOS:000266438300015,ESTHER07A,Cystic Fibrosis Foundation (CFF),USA,13
WOS:000268405700008,GABRIE05P0,Cystic Fibrosis Foundation (CFF),USA,13
WOS:000268405700008,ZHAN03I0,Cystic Fibrosis Foundation (CFF),USA,13
WOS:000268405700008,NIH R01 HL77844,Cystic Fibrosis Foundation (CFF),USA,13
WOS:000284310000004,RAMSEY03Y0,Cystic Fibrosis Foundation Therapeutics,USA,13
WOS:000284310000004,CLANCY05Y2,Cystic Fibrosis Foundation Therapeutics,USA,13
WOS:000284310000004,DURIE06A0,Cystic Fibrosis Foundation Therapeutics,USA,13
WOS:000281104700011,BEAR06DDS0,Cystic Fibrosis Foundation Therapeutics Foundation,USA,13
WOS:000266238400020,BEAR06DDS0,Cystic Fibrosis Foundation Therapeutics Foundation,USA,13
WOS:000285012900010,ROSENF03AO,Cystic Fibrosis Foundation Therapeutics Inc.,USA,13
WOS:000285012900010,DAVIS08Y2,Cystic Fibrosis Foundation Therapeutics Inc.,USA,13
WOS:000263337900018,BEAR06DDS0,Cystic Fibrosis Foundation U.S.A.,USA,13
WOS:000285763700004,AI062333,DAIDS,USA,1
WOS:000285763700004,UO1 AI84735,DAIDS,USA,1
WOS:000266454800015,DRG-1996-08,Damon Runyon Cancer Research Foundation,USA,14
WOS:000209395200022,DRG-960,Damon Runyon-Walter Winchell Cancer Research Fund,USA,14
WOS:000261393600019,P50 CA127003,Dana-Farber-Harvard Cancer Center Gastrointestinal Cancer SPORE,USA,1
WOS:000261393600019,U24-CA092782,Dana-Farber-Harvard Cancer Center Gastrointestinal Cancer SPORE,USA,1
WOS:000261393600019,P50 CA090578,Dana-Farber-Harvard Cancer Center Lung Cancer Specialized Program of Research Excellence (SPORE),USA,1
WOS:000287144200035,2 P50 CA090381-11,Dana-Farber/Harvard Cancer Center,USA,1
WOS:000281422400022,BC P50 CA-089393,Dana-Farber/Harvard Cancer Center,USA,1
WOS:000279396800029,W81XWH-08-1-0178,Department of Defense,USA,9
WOS:000265640700020,W81XWH-05-1-0616,Department of Defense,USA,9
WOS:000288543500005,W911SR-07-C-0101,Department of Defense,USA,9
WOS:000263640200013,BC011118,Department of Defense (DOD) Idea Award,USA,9
WOS:000263640200013,BC050791,Department of Defense (DOD) Idea Award,USA,9
WOS:000263640200013,R01CA122756,Department of Defense (DOD) Idea Award,USA,9
WOS:000289199400043,W81XWH04-1-0477,Department of the Army,USA,9
WOS:000266454800015,P50 CA090578,DF/HCC Lung Cancer SPORE grant,USA,9
WOS:000274398000009,P30 DK32520,Diabetes and Endocrinology Research Center of the University of Massachusetts Medical School,USA,1
WOS:000274599600016,DK073311,Digestive and Kidney Diseases,USA,1
WOS:000274599600016,DK065872,Digestive and Kidney Diseases,USA,1
WOS:000285763700004,UO1 AI64002,"Division of Acquired Immunodeficiency Syndrome (DAIDS), National Institute of Allergy and Infectious Diseases, National Institutes of Health",USA,1
WOS:000208281400011,DE-FG02-87ER-GD582,DOE,USA,15
WOS:000282221700021,UO1-HD-32632,Eunice Kennedy Shriver National Institute of Child Health and Human Development,USA,1
WOS:000270186800014,072001-CIA,Flight Attendant Medical Research Institute,USA,16
WOS:000273495700039,YCSA 062572,Flight Attendant Medical Research Institute,USA,16
WOS:000281308400016,72218,Flight Attendant's Medical Research Institute,USA,16
WOS:000284310000004,FD-R-003432-01,Food and Drug Administration Office of Orphan Products Development,USA,17
WOS:000266988000018,U01 CA69631,Fox Chase Cancer Center,USA,1
WOS:000291062200013,UL1 RR 024160,GCRC,USA,1
WOS:000291062200013,UL1 RR024992,GCRC,USA,1
WOS:000291062200013,M01 RR00750,GCRC,USA,1
WOS:000281295500007,M01 RR18535,General Clinical Research Center from the National Center for Research Resources,USA,1
WOS:000298369500005,UL1 RR 025758,Harvard Catalyst/The Harvard Clinical and Translational Science Center,USA,1
WOS:000258678600009,234-2005-37009C,Health Resources and Services Administration,USA,1
WOS:000266988000018,U01 CA69446,Huntsman Cancer Institute,USA,1
WOS:000263640200013,R01CA92585,Ingram professorship funds,USA,1
WOS:000263640200013,R01 CA118229,Ingram professorship funds,USA,1
WOS:000268813300010,1U54RR023561-01A1,Institute for Clinical and Translational Science Award,USA,1
WOS:000266221100005,NS2427,Jacob Javits Merit Awar,USA,18
WOS:000272743800001,4-2001-438,JDRF,USA,19
WOS:000259828600020,7-2005-877,Juvenile Diabetes Research Foundation,USA,19
WOS:000259828600020,1-2004-357,Juvenile Diabetes Research Foundation,USA,19
WOS:000272743800001,3-2006-306,Juvenile Diabetes Research Foundation (JDRF),USA,19
WOS:000269382100014,4-2007-1003,Juvenile Diabetes Research Foundation (JDRF) International,USA,19
WOS:000262489600002,U01 DK062418,Juvenile Diabetes Research Foundation International,USA,19
WOS:000266428700005,4-2001-435,Juvenile Diabetes Research Foundation International,USA,19
WOS:000266428700005,4-1999-731,Juvenile Diabetes Research Foundation International,USA,19
WOS:000264819700028,U01 DK062418,Juvenile Diabetes Research Foundation International (JDRF),USA,19
WOS:000262489600014,U01 DK062418,Juvenile Diabetes Research Foundation International (JDRF),USA,19
WOS:000262489600011,U01 DK062418,Juvenile Diabetes Research Foundation International (JDRF),USA,19
WOS:000262489600006,U01 DK062418,Juvenile Diabetes Research Foundation International (JDRF),USA,19
WOS:000262489600012,U01 DK062418,Juvenile Diabetes Research Foundation International (JDRF),USA,19
WOS:000262489600013,U01 DK062418,Juvenile Diabetes Research Foundation International (JDRF),USA,19
WOS:000260043800040,U01 DK062418,Juvenile Diabetes Research Foundation International (JDRF),USA,19
WOS:000287914400015,1K23CA121994-01,"Kleberg Center for Molecular Markers at M.D. Anderson Cancer Center, National Cancer Institute",USA,1
WOS:000280486700006,PO1CA099031,"Kleberg Center for Molecular Markers at the University of Texas M. D. Anderson Cancer Center, National Cancer Institute",USA,1
WOS:000265314900045,078-07,Mary Kay Ash Charitable Foundation,USA,20
WOS:000278078600013,2012386,Mitchel Fund,USA,21
WOS:000258761200025,DK62420,NA,USA,1
WOS:000272419900014,U01 DK062418,NA,USA,1
WOS:000273649200001,AI 69419,NA,USA,1
WOS:000263287100016,P30 DK065988,NA,USA,1
WOS:000285490600014,MH41468,NA,USA,1
WOS:000269848100017,U01 DK062418,NA,USA,1
WOS:000263287100016,P01-HL051746,NA,USA,1
WOS:000258761200025,DK62429,NA,USA,1
WOS:000259090800049,R01MH71425-01A1,NA,USA,1
WOS:000272419900009,U01 DK062418,NA,USA,1
WOS:000263287100016,P01 HL051818,NA,USA,1
WOS:000281422400022,P30-CA51008-15,NA,USA,1
WOS:000258761200025,DK62422,NA,USA,1
WOS:000273649200001,AI 069495,NA,USA,1
WOS:000281757900004,EB009903,NA,USA,1
WOS:000295648200006,U01-AI069471,NA,USA,1
WOS:000272419900015,U01 DK062418,NA,USA,1
WOS:000292974200004,AI076671,NA,USA,1
WOS:000295648200006,K24 AI-51966,NA,USA,1
WOS:000264284100008,P01 HL51746,NA,USA,1
WOS:000258761200025,DK62423,NA,USA,1
WOS:000259090800050,MH077139,NA,USA,1
WOS:000263287100016,R01 HL77844,NA,USA,1
WOS:000281757900004,HL076139,NA,USA,1
WOS:000259090800050,MH074027,NA,USA,1
WOS:000298033000056,T32 CACA062948-15,NA,USA,1
WOS:000261180000001,NIH-RO1 DE14352,NA,USA,1
WOS:000281757900004,HL081148,NA,USA,1
WOS:000258761200025,DK62413,NA,USA,1
WOS:000261180000001,USPHS R01 DK 51889,NA,USA,1
WOS:000277489000002,S10 RR16849,NA,USA,1
WOS:000273649200001,AI 51966,NA,USA,1
WOS:000258761200025,DK62431,NA,USA,1
WOS:000295648200006,U01 AI068634,NA,USA,1
WOS:000273649200001,NS032228,NA,USA,1
WOS:000301672400022,T32 GM072474,NA,USA,1
WOS:000281757900004,HL071643,NA,USA,1
WOS:000261180000001,NIH-RO1HL08042,NA,USA,1
WOS:000258761200025,DK62432,NA,USA,1
WOS:000273649200001,RR024996,NA,USA,1
WOS:000259090800050,MH080403,NA,USA,1
WOS:000301672400022,P50 CA136393,NA,USA,1
WOS:000263287100016,CFF R881,NA,USA,1
WOS:000266195000011,N01-CM17101,NA,USA,1
WOS:000283548600039,S10RR025056,NA,USA,1
WOS:000296424200005,VX08-770-102,NA,USA,22
WOS:000276906500008,MH41468,NARSAD,USA,1
WOS:000277385000008,MH41468,NARSAD,USA,1
WOS:000266397900017,NNJ06HD81G,National Aeronautics and Space Administration,USA,23
WOS:000264425100004,NNJ06HD81G,National Aeronautics and Space Administration,USA,23
WOS:000265125000036,CA63464,National Cancer Institute,USA,1
WOS:000282221700021,UO1-AI-35039,National Cancer Institute,USA,1
WOS:000282221700021,UO1-AI-35041,National Cancer Institute,USA,1
WOS:000285527300017,RO1 CA117881,National Cancer Institute,USA,1
WOS:000293222200030,U24CA143867,National Cancer Institute,USA,1
WOS:000285527300017,P01 CA114046,National Cancer Institute,USA,1
WOS:000283546400004,CA46934,National Cancer Institute,USA,1
WOS:000275030400003,CA 115802,National Cancer Institute,USA,1
WOS:000294477600002,R01CA121210,National Cancer Institute,USA,1
WOS:000290292100022,R01 CA 63678,National Cancer Institute,USA,1
WOS:000264773600030,CA102613,National Cancer Institute,USA,1
WOS:000282221700021,5-MO1-RR-00052,National Cancer Institute,USA,1
WOS:000283546400004,CA090578,National Cancer Institute,USA,1
WOS:000293222200030,R33CA126674,National Cancer Institute,USA,1
WOS:000287914400015,P50-CA116199,National Cancer Institute,USA,1
WOS:000285527300017,P30 CA010815,National Cancer Institute,USA,1
WOS:000282221700021,UO1-AI-35040,National Cancer Institute,USA,1
WOS:000288701100008,HHS-N261200800001E,National Cancer Institute,USA,1
WOS:000265125000036,CA54281,National Cancer Institute,USA,1
WOS:000278545000041,P30-CA008748,National Cancer Institute,USA,1
WOS:000282221700021,UO1-AI-35042,National Cancer Institute,USA,1
WOS:000275030400003,CA 102029,National Cancer Institute,USA,1
WOS:000283546400004,CA58187,National Cancer Institute,USA,1
WOS:000264773600030,CA94503,National Cancer Institute,USA,1
WOS:000281422400022,P30 CA51008-12,National Cancer Institute,USA,1
WOS:000294477600002,P01-CA129243,National Cancer Institute,USA,1
WOS:000294726400015,P50 CA058187,National Cancer Institute,USA,1
WOS:000290292100022,R01 CA 63682,National Cancer Institute,USA,1
WOS:000264104400008,CA091844 and CA-16672,National Cancer Institute,USA,1
WOS:000294477600002,U54-CA143798,National Cancer Institute,USA,1
WOS:000282221700021,UO1-AI-35043,National Cancer Institute,USA,1
WOS:000285527300017,P01 CA025874,National Cancer Institute,USA,1
WOS:000292974800004,P50CA090578,National Cancer Institute,USA,1
WOS:000266193700004,U01 CA114722-01,National Cancer Institute ( NCI) Strategic Partnering to Evaluate Cancer Signatures,USA,1
